payment_id,order_id,method,status,amount,paid_at,transaction_ref
7000000075,1000000075,CARD,PAID,36474.0,2025-03-24 08:16:20,TX-SK0540SEJOKI
7000000076,1000000076,CARD,PAID,29659.2,2024-03-02 10:21:11,TX-N5EHQ403IVWA
7000000077,1000000077,CASH,PAID,28459.2,2024-12-06 03:39:17,TX-MBGQQW2NEF1F
7000000078,1000000078,CARD,PAID,49186.5,2025-01-12 21:43:22,TX-IKM85NPGE98X
7000000079,1000000079,GATEWAY,PAID,40404.0,2025-09-18 13:56:19,TX-UIU52W85YPS8
7000000080,1000000080,CARD,PAID,18687.0,2024-11-11 07:28:22,TX-X6TWS79CTHK8
7000000081,1000000081,CARD,PAID,64788.0,2025-02-02 23:45:35,TX-1VPIVXSYTP4J
7000000082,1000000082,CARD,PAID,42582.0,2025-09-21 12:27:35,TX-472J8NP9S8E9
7000000083,1000000083,GATEWAY,REFUNDED,47301.0,2024-02-13 09:47:09,TX-SBJLVY6L1XXX
7000000084,1000000084,GATEWAY,PAID,19050.0,2024-11-27 12:26:24,TX-GJJBKDYPJZ5E
7000000085,1000000085,GATEWAY,PAID,16441.08,2025-03-02 02:58:24,TX-4YYBKHTAB92W
7000000086,1000000086,GATEWAY,PAID,14268.0,2025-08-20 00:52:28,TX-H6SGL5WR6ZEB
7000000087,1000000087,CARD,FAILED,14994.0,,
7000000088,1000000088,GATEWAY,PAID,69144.0,2024-02-03 20:58:21,TX-YO60F0EA8647
7000000089,1000000089,CARD,PAID,18442.5,2025-06-20 12:09:30,TX-JKULC5L36UG4
7000000090,1000000090,CARD,PAID,45458.25,2024-01-29 03:31:23,TX-IO1AR1ZGZBUT
7000000091,1000000091,GATEWAY,PAID,110342.92,2024-02-19 18:12:47,TX-NDNQBVR081I1
7000000092,1000000092,GATEWAY,PAID,37200.0,2024-06-15 03:46:23,TX-7539MH4QX495
7000000093,1000000093,CASH,PAID,102456.75,2024-11-15 08:26:31,TX-V4AUXB59ROGA
7000000094,1000000094,CASH,PAID,90387.0,2024-12-29 07:05:36,TX-LBRHLVO2Y93F
7000000095,1000000095,GATEWAY,PAID,59897.1,2025-09-26 17:29:43,TX-MBMP050ORNEE
7000000096,1000000096,CASH,PAID,42688.8,2025-05-24 05:43:41,TX-14WCNJXENRUU
7000000097,1000000097,CASH,PAID,18676.35,2024-06-14 20:56:54,TX-TS02NI4GYBVJ
7000000098,1000000098,CARD,PAID,44351.1,2025-01-17 06:09:07,TX-2EHPQP6AIXY3
7000000099,1000000099,CARD,PAID,14520.0,2024-02-28 09:31:08,TX-6QBJB2NZNX9G
7000000100,1000000100,CARD,FAILED,28909.08,,
7000000101,1000000101,GATEWAY,PAID,44460.0,2024-03-31 10:45:40,TX-N8LT25CDZBGQ
7000000102,1000000102,CARD,PAID,43888.8,2024-11-20 15:00:43,TX-UA4DQXIN6727
7000000103,1000000103,CASH,PENDING,37243.8,,
7000000104,1000000104,CARD,REFUNDED,37500.0,2024-03-24 12:55:17,TX-GYPM2FM72C6Z
7000000105,1000000105,CARD,PAID,27336.0,2024-05-12 15:27:32,TX-HSNZ6UUKGLAE
7000000106,1000000106,GATEWAY,PAID,19050.0,2025-02-10 02:09:53,TX-886LJXE6L2ZU
7000000107,1000000107,CARD,PAID,42064.2,2024-05-22 14:56:26,TX-W9F9L785FTPB
7000000108,1000000108,CASH,PAID,56029.05,2025-07-04 10:11:46,TX-QM24BIHB24AY
7000000109,1000000109,CARD,PAID,39930.0,2024-04-24 16:18:05,TX-18ZITZHX2G7U
7000000110,1000000110,TRANSFER,FAILED,82364.7,,
7000000111,1000000111,GATEWAY,PAID,19876.35,2024-12-21 16:47:41,TX-LLQCAQ4XRN0T
7000000112,1000000112,CASH,PAID,92891.7,2025-03-02 12:43:31,TX-MH4GBLCKUHYD
7000000113,1000000113,CARD,FAILED,15652.56,,
7000000114,1000000114,TRANSFER,PAID,11761.2,2024-09-19 23:06:28,TX-42Q8BZ53GWTF
7000000115,1000000115,CARD,REFUNDED,27636.0,2024-02-19 21:47:44,TX-PLUI46HDV8I9
7000000116,1000000116,CARD,PAID,49116.0,2024-07-04 03:24:47,TX-FCJTQEJPPTTX
7000000117,1000000117,CARD,PAID,30240.0,2025-01-20 07:11:52,TX-AKHIN8QKBR9F
7000000118,1000000118,CARD,PAID,47857.68,2025-08-18 15:04:32,TX-5HRXEHTTUWX2
7000000119,1000000119,CARD,PAID,17787.0,2025-07-16 17:54:38,TX-IWD52SW6D9WI
7000000120,1000000120,CARD,PAID,14229.6,2024-04-21 02:41:14,TX-ILPQFBQW1HUK
7000000121,1000000121,TRANSFER,PAID,45520.2,2024-12-20 23:03:44,TX-921BB2YAJ1WR
7000000122,1000000122,CASH,PAID,43560.0,2025-08-30 17:57:49,TX-89TOCP8FP1K8
7000000123,1000000123,CARD,FAILED,18987.0,,
7000000124,1000000124,GATEWAY,PAID,67367.64,2024-02-06 20:15:32,TX-1XC2I92PV07U
7000000125,1000000125,TRANSFER,PAID,62073.0,2024-07-11 21:16:06,TX-CII1J0F53QB3
7000000126,1000000126,CASH,PAID,18150.0,2024-06-12 11:24:10,TX-E46XAAD0XH2M
7000000127,1000000127,CARD,PAID,69988.5,2024-02-29 05:19:21,TX-3DYYWZL0OZT4
7000000128,1000000128,CARD,FAILED,101470.2,,
7000000129,1000000129,CARD,PAID,76858.8,2025-09-20 11:24:46,TX-RRK6UJVBP3BA
7000000130,1000000130,CASH,PAID,14701.5,2025-05-23 01:27:57,TX-J90VB1C4W9I4
7000000131,1000000131,CASH,PAID,47916.0,2024-01-25 19:24:41,TX-Y1HNXIYYVIWS
7000000132,1000000132,CARD,PAID,33216.6,2024-07-28 03:23:51,TX-M2V0MW405G00
7000000133,1000000133,TRANSFER,PAID,18150.0,2024-06-16 02:46:34,TX-Z1JB0OXDFNS8
7000000134,1000000134,CASH,PAID,75358.8,2024-01-08 22:05:46,TX-98P7PRJHHZH1
7000000135,1000000135,CASH,PAID,39930.0,2024-06-01 16:35:31,TX-1CGWJ9S8U287
7000000136,1000000136,CARD,PAID,34485.0,2025-01-22 18:30:04,TX-BW4Q46DERG87
7000000137,1000000137,GATEWAY,PAID,14229.6,2024-11-18 18:46:06,TX-V1KGVXLOBICL
7000000138,1000000138,CARD,PAID,42882.0,2024-01-06 06:23:39,TX-PXS2LYM9VUDM
7000000139,1000000139,CARD,PAID,17535.0,2024-04-08 09:11:09,TX-6FRNX7VHUKP5
7000000140,1000000140,CASH,PAID,16008.3,2025-02-20 04:56:48,TX-KDQIUT6HRCFU
7000000141,1000000141,TRANSFER,REFUNDED,14374.8,2024-12-03 06:24:24,TX-TJABWHM24N2G
7000000142,1000000142,CARD,REFUNDED,62854.26,2025-06-26 21:32:09,TX-ATMX5MVNFKMN
7000000143,1000000143,CARD,PAID,80586.0,2024-06-08 09:59:40,TX-523ARBBR7DKI
7000000144,1000000144,CARD,FAILED,35937.0,,
7000000145,1000000145,GATEWAY,PAID,37800.0,2025-07-21 05:47:44,TX-30JNSPSKTRCG
7000000146,1000000146,CARD,PAID,100951.88,2024-05-05 19:52:36,TX-XAZ8J2P7RN3J
7000000147,1000000147,CARD,PAID,72701.4,2024-12-08 14:23:08,TX-AY74FPLLGRCU
7000000148,1000000148,CARD,PAID,43888.8,2025-06-24 08:11:01,TX-FO8HBF5JCDZ9
7000000149,1000000149,GATEWAY,PAID,17235.0,2025-01-23 19:14:19,TX-Q8HCQUTXQ7XL
7000000150,1000000150,CARD,PAID,39131.4,2025-05-31 14:20:50,TX-16PJPVWP8VO5
7000000151,1000000151,CARD,PAID,42688.8,2024-04-17 00:06:04,TX-D5E93RC1Y9LZ
7000000152,1000000152,CARD,PAID,11761.2,2024-01-09 12:18:03,TX-60N330PGBOPH
7000000153,1000000153,CARD,FAILED,13068.0,,
7000000154,1000000154,CASH,PAID,51455.25,2024-07-02 10:02:42,TX-C5TG8BKA8V0I
7000000155,1000000155,CARD,PAID,15420.0,2024-02-12 02:38:46,TX-QDUILY7E5RXR
7000000156,1000000156,CASH,PAID,51727.5,2024-10-29 22:18:07,TX-38M7D53IIBFW
7000000157,1000000157,TRANSFER,FAILED,71692.5,,
7000000158,1000000158,CARD,PAID,36300.0,2024-04-25 10:37:56,TX-2D7GG3Z4ZLDA
7000000159,1000000159,CARD,PAID,16141.08,2024-07-14 07:58:24,TX-WQF78OSLQBW6
7000000160,1000000160,TRANSFER,PAID,35574.0,2024-06-14 23:29:35,TX-OTEFX8XIJPHG
7000000161,1000000161,GATEWAY,PAID,55350.0,2024-10-22 19:31:01,TX-ELH913SD09OY
7000000162,1000000162,CARD,PAID,27588.0,2025-08-01 20:20:03,TX-8EDJM7W4HXIO
7000000163,1000000163,CARD,PAID,27036.0,2024-02-27 10:30:38,TX-FA2N1L9GFVND
7000000164,1000000164,CARD,PAID,77130.0,2025-02-23 22:18:41,TX-YH73YULSS506
7000000165,1000000165,GATEWAY,PAID,29959.2,2025-08-28 06:06:56,TX-RBYQGYIW59OD
7000000166,1000000166,GATEWAY,PAID,53744.25,2025-07-29 19:39:32,TX-D8WL2IKBUTZI
7000000167,1000000167,CARD,FAILED,58172.85,,
7000000168,1000000168,CARD,FAILED,50205.0,,
7000000169,1000000169,GATEWAY,PAID,14268.0,2024-07-09 09:03:47,TX-XQWOUYAADU90
7000000170,1000000170,TRANSFER,PAID,36300.0,2024-03-29 16:07:40,TX-6YQEF864BWX0
7000000171,1000000171,CARD,PENDING,15429.6,,
7000000172,1000000172,GATEWAY,PAID,28488.0,2024-05-07 22:39:45,TX-0DQD29Q3T08A
7000000173,1000000173,CARD,PAID,39315.0,2025-06-18 11:40:09,TX-ALLSSFK7QIRJ
7000000174,1000000174,TRANSFER,PAID,14229.6,2024-09-08 09:13:23,TX-7EGA4TIAD1CG
7000000175,1000000175,GATEWAY,PAID,15420.0,2024-06-02 06:23:40,TX-4RCDBOT74U6U
7000000176,1000000176,CASH,PAID,17968.5,2025-02-27 12:13:53,TX-RZQOC4EU0DBF
7000000177,1000000177,CARD,PAID,16718.25,2024-11-25 18:44:13,TX-8KSFQE50C7WX
7000000178,1000000178,CARD,PAID,16335.0,2025-05-04 14:20:13,TX-UOPZ2LNTJYIU
7000000179,1000000179,GATEWAY,PAID,88746.0,2025-08-13 13:58:40,TX-3467WCDPI2EY
7000000180,1000000180,GATEWAY,PAID,31692.0,2024-05-22 10:44:42,TX-JKFCQJUKURK1
7000000181,1000000181,CARD,PAID,29359.2,2024-11-13 23:15:20,TX-XWTR1UEIAQ3J
7000000182,1000000182,GATEWAY,PAID,31546.8,2024-09-10 23:03:06,TX-7L09W7WAP0O0
7000000183,1000000183,TRANSFER,PAID,32670.0,2024-10-28 08:02:26,TX-A0GOAJB6RU3T
7000000184,1000000184,CASH,PAID,16335.0,2025-05-13 17:25:54,TX-W1W31Q5F7XKK
7000000185,1000000185,CARD,PAID,73611.24,2024-07-20 09:03:50,TX-QLQP66ZVGIMR
7000000186,1000000186,GATEWAY,PAID,14694.0,2024-07-31 11:31:33,TX-T1WW8PAWHLQ7
7000000187,1000000187,CARD,REFUNDED,39204.0,2025-02-14 02:45:02,TX-LNM2XQQ0VBQ6
7000000188,1000000188,CARD,PAID,32670.0,2025-08-25 12:59:12,TX-CGL3TKQVXCRL
7000000189,1000000189,GATEWAY,PAID,45723.24,2024-05-04 16:34:34,TX-RYV7WF3XMBAU
7000000190,1000000190,CARD,PAID,14229.6,2024-06-06 14:15:54,TX-ACMA2H5CSRRQ
7000000191,1000000191,CARD,FAILED,106896.24,,
7000000192,1000000192,CASH,PAID,14520.0,2024-03-10 22:48:50,TX-R97RQQIO1QLM
7000000193,1000000193,CARD,PAID,40404.0,2024-02-15 11:24:55,TX-FWUNIBW1GIX5
7000000194,1000000194,GATEWAY,PAID,54450.0,2025-09-15 03:18:48,TX-UI9XQ56QBUBU
7000000195,1000000195,CARD,PAID,56666.4,2025-03-01 17:52:06,TX-L3XKKJLIVBCN
7000000196,1000000196,GATEWAY,PAID,37500.0,2025-08-17 05:25:58,TX-R18606ZCYXQ6
7000000197,1000000197,GATEWAY,PAID,14268.0,2024-04-10 02:49:19,TX-511R6MDMB6O7
7000000198,1000000198,CARD,PAID,36183.6,2024-02-03 22:21:07,TX-HVOGE67SNVCE
7000000199,1000000199,GATEWAY,PAID,59280.0,2025-03-20 13:29:11,TX-GMUCJI7EKVZA
7000000200,1000000200,GATEWAY,PAID,27036.0,2024-09-27 06:00:56,TX-FVLC254ZH0QA
7000000201,1000000201,GATEWAY,REFUNDED,50749.5,2024-11-17 06:49:12,TX-UHXXCDXF1Q2B
7000000202,1000000202,CARD,PAID,43560.0,2025-03-29 04:10:42,TX-9BINMYXDHZ0E
7000000203,1000000203,CARD,PAID,39204.0,2024-11-18 07:47:20,TX-QCZ1LK4KTCM2
7000000204,1000000204,GATEWAY,FAILED,50205.0,,
7000000205,1000000205,CARD,PAID,17787.0,2024-10-01 21:39:53,TX-ZU368UUJ2G43
7000000206,1000000206,CARD,PAID,29659.2,2025-07-28 05:57:55,TX-811NAE2DWBNU
7000000207,1000000207,GATEWAY,PAID,15841.08,2025-05-09 17:30:13,TX-FAXI1S9NPAXU
7000000208,1000000208,CASH,PAID,53905.5,2025-04-14 19:08:06,TX-XR8ZBM8PE4L9
7000000209,1000000209,CARD,PAID,31692.0,2025-04-04 18:36:42,TX-ADKEL21AA6Y8
7000000210,1000000210,CARD,PAID,17835.0,2025-03-21 20:20:10,TX-FHAK7TJ2GWD8
7000000211,1000000211,CASH,REFUNDED,80803.8,2025-07-20 21:54:49,TX-4S764623AHW9
7000000212,1000000212,CARD,PAID,15129.6,2025-02-19 16:52:44,TX-W53ZG1IGAE7U
7000000213,1000000213,GATEWAY,PAID,20557.5,2024-04-18 11:19:09,TX-LPBS1GYAPNRR
7000000214,1000000214,GATEWAY,PAID,28342.8,2024-07-22 18:42:13,TX-T9LZX8UBES81
7000000215,1000000215,CARD,PAID,62628.15,2024-02-01 10:10:09,TX-L8B7K0MHIHTF
7000000216,1000000216,GATEWAY,PAID,19866.75,2025-05-12 14:35:04,TX-1ZY6N78JP289
7000000217,1000000217,CARD,PAID,72554.62,2024-04-07 13:08:16,TX-GIU5DSJNCTFT
7000000218,1000000218,CARD,PAID,39750.6,2024-07-07 01:57:47,TX-U18MD3SZXDF0
7000000219,1000000219,CASH,PAID,54450.0,2024-06-12 22:28:12,TX-4KBQ08F1IH6L
7000000220,1000000220,CARD,PAID,14694.0,2025-09-21 07:23:58,TX-IDZYNING1FJ4
7000000221,1000000221,CARD,PAID,28459.2,2025-05-07 15:54:39,TX-GOAPADJXH3W6
7000000222,1000000222,CARD,PAID,26136.0,2024-08-31 18:00:53,TX-4FCM56J61UM0
7000000223,1000000223,CASH,PAID,27442.8,2024-12-24 04:04:43,TX-9W04PDTIIHE1
7000000224,1000000224,CARD,PAID,50205.0,2025-03-23 13:07:04,TX-SYTMXBV9MDPO
7000000225,1000000225,CARD,PAID,41164.2,2025-08-07 12:56:58,TX-32II8K179YIX
7000000226,1000000226,CARD,PAID,36483.6,2024-07-18 06:12:34,TX-7SRDV4EEHRDW
7000000227,1000000227,GATEWAY,PAID,43888.8,2024-07-20 00:54:57,TX-O8PHNCK5QDAD
7000000228,1000000228,CARD,PAID,43588.8,2025-03-30 04:05:29,TX-KUBXDHQCLJXC
7000000229,1000000229,CARD,FAILED,16335.0,,
7000000230,1000000230,GATEWAY,PAID,40104.0,2024-12-30 13:56:27,TX-YX4B18B9QCL3
7000000231,1000000231,GATEWAY,PAID,58072.5,2024-06-10 09:32:56,TX-PX6B4626S2QQ
7000000232,1000000232,GATEWAY,PAID,45892.56,2025-02-22 13:34:52,TX-FRUXTNXJ8UWO
7000000233,1000000233,CARD,PAID,19050.0,2024-11-22 07:54:06,TX-Z4JKA0J2NBI5
7000000234,1000000234,CARD,PAID,29659.2,2025-05-30 23:24:47,TX-E47RHOW59Q7S
7000000235,1000000235,CASH,FAILED,26136.0,,
7000000236,1000000236,CASH,PAID,29040.0,2025-01-06 23:17:21,TX-QF1ADFQ90QPH
7000000237,1000000237,CASH,PAID,43560.0,2024-11-17 18:03:35,TX-WRZQE54PFMIC
7000000238,1000000238,CASH,PAID,25613.28,2025-03-24 18:27:32,TX-9S9BHWO6L2MX
7000000239,1000000239,GATEWAY,PAID,63408.6,2024-02-21 18:28:37,TX-XL0GF8E59JMZ
7000000240,1000000240,CARD,REFUNDED,48090.0,2024-10-22 16:29:14,TX-9A8F8BOR2KEG
7000000241,1000000241,CASH,PAID,71874.0,2024-10-12 09:32:46,TX-QH1J5TAC9PFH
7000000242,1000000242,GATEWAY,FAILED,46023.24,,
7000000243,1000000243,CARD,PAID,19965.0,2025-06-10 18:40:04,TX-CUJ1U5XI18T1
7000000244,1000000244,CARD,PAID,24829.2,2024-09-14 22:03:43,TX-9T0Z6M9ZMXZX
7000000245,1000000245,CASH,REFUNDED,48823.5,2025-05-09 14:51:09,TX-6831FEZ0MSG1
7000000246,1000000246,GATEWAY,FAILED,74596.5,,
7000000247,1000000247,GATEWAY,PAID,19576.35,2024-12-02 15:46:27,TX-HKUMCISYOXOM
7000000248,1000000248,TRANSFER,PAID,13068.0,2024-10-28 10:08:17,TX-RLOSALSUL8SN
7000000249,1000000249,CASH,PAID,47916.0,2024-04-21 09:55:19,TX-NWGXV38PFITC
7000000250,1000000250,CARD,PAID,52955.25,2024-09-24 10:33:48,TX-32B62346A4RY
7000000251,1000000251,CASH,PAID,41382.0,2024-03-17 23:55:16,TX-PXPQUBPX8JRW
7000000252,1000000252,CASH,PAID,53361.0,2024-03-02 20:29:06,TX-2XQZ21XG77FL
7000000253,1000000253,GATEWAY,REFUNDED,56018.16,2025-04-26 05:25:30,TX-SMD7KL9INTUO
7000000254,1000000254,TRANSFER,PAID,25613.28,2024-10-14 13:27:13,TX-YGMEXF9LO4ZZ
7000000255,1000000255,GATEWAY,PAID,18687.0,2024-08-14 07:28:16,TX-5LZ2L2E9EU0G
7000000256,1000000256,GATEWAY,PAID,29659.2,2024-10-01 23:52:27,TX-ATXAB0G3YVOL
7000000257,1000000257,CARD,PAID,70059.0,2025-06-01 04:07:49,TX-5ZVOMXW3HB9E
7000000258,1000000258,CARD,PAID,35385.0,2024-12-29 09:32:30,TX-YRH62E21TRBX
7000000259,1000000259,GATEWAY,REFUNDED,32805.12,2025-09-07 02:28:53,TX-3JF46DE7KIOS
7000000260,1000000260,CARD,PAID,41130.0,2024-12-13 05:31:19,TX-XKQN8OY7GNJZ
7000000261,1000000261,CARD,PAID,29040.0,2025-08-15 13:42:26,TX-2BYNCS5834BK
7000000262,1000000262,CARD,PAID,43588.8,2024-11-20 18:38:35,TX-KVZBDGVVVVDK
7000000263,1000000263,CARD,PAID,49905.0,2025-01-01 04:25:31,TX-SGWN0MODP9NU
7000000264,1000000264,CARD,PAID,69750.45,2025-08-20 09:26:01,TX-M6XK7OX4ROYL
7000000265,1000000265,GATEWAY,PAID,64468.56,2024-04-29 01:48:14,TX-10MEATDUX63R
7000000266,1000000266,GATEWAY,PAID,48325.95,2025-05-08 08:36:52,TX-SWCAHKTWI9B8
7000000267,1000000267,CARD,PAID,33870.0,2024-03-01 16:23:56,TX-RZNNWXSS3SVY
7000000268,1000000268,CARD,FAILED,13794.0,,
7000000269,1000000269,CARD,FAILED,83617.05,,
7000000270,1000000270,CASH,PAID,14229.6,2024-02-16 14:33:22,TX-LUUJ7KEX5DEV
7000000271,1000000271,CARD,REFUNDED,87448.8,2024-02-13 23:19:32,TX-0EOARRWWS4FZ
7000000272,1000000272,GATEWAY,PAID,33144.0,2024-10-27 11:34:38,TX-JNBZVFV991AC
7000000273,1000000273,CARD,PAID,43588.8,2024-03-02 09:39:25,TX-ZV4TY9YKRZ1Y
7000000274,1000000274,CARD,PAID,77064.9,2024-09-28 09:34:23,TX-3G5SMQ5UFK8U
7000000275,1000000275,GATEWAY,PAID,27336.0,2024-06-24 06:19:57,TX-217PFTPYBOR9
7000000276,1000000276,CARD,PAID,29040.0,2025-05-28 12:31:40,TX-3TFMS12WBAKE
7000000277,1000000277,CARD,PAID,50820.0,2024-10-14 21:28:37,TX-DWW8DXAJXMB5
7000000278,1000000278,GATEWAY,PAID,27636.0,2025-03-06 09:56:56,TX-WLX04XSBY2OU
7000000279,1000000279,GATEWAY,FAILED,54261.0,,
