order_id,customer_id,channel_id,store_id,order_date,billing_address_id,shipping_address_id,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount
1000000057,338,2,4.0,2025-02-21 05:51:12,1626.0,4,FULFILLED,ARS,28425.0,5969.25,0.0,34394.25
1000000058,1068,1,,2024-09-21 03:01:24,3.0,3071,CANCELLED,ARS,43350.0,9103.5,1500.0,53953.5
1000000059,958,1,,2024-07-01 13:26:37,2973.0,3535,FULFILLED,ARS,64200.0,13482.0,0.0,77682.0
1000000060,428,2,4.0,2024-02-25 20:21:42,1333.0,4,CANCELLED,ARS,29160.0,6123.6,0.0,35283.6
1000000061,1337,1,,2025-03-01 10:20:56,1294.0,1084,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0
1000000062,1442,2,3.0,2024-12-23 12:02:28,1692.0,3,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
1000000063,939,1,,2024-05-30 10:17:58,4168.0,1406,FULFILLED,ARS,37044.0,7779.24,1500.0,46323.24
1000000064,1409,1,,2025-03-04 14:45:27,4171.0,1307,FULFILLED,ARS,14850.0,3118.5,1200.0,19168.5
1000000065,1062,1,,2024-09-17 00:43:41,3633.0,2399,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
1000000066,988,1,,2024-01-26 06:33:17,2187.0,1134,CANCELLED,ARS,35280.0,7408.8,1200.0,43888.8
1000000067,778,1,,2025-04-11 16:23:15,2598.0,2248,REFUNDED,ARS,14700.0,3087.0,900.0,18687.0
1000000068,77,1,,2024-12-01 10:53:38,2743.0,1620,PAID,ARS,84435.0,17731.35,0.0,102166.35
1000000069,700,1,,2024-06-12 09:38:45,2468.0,1476,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
1000000070,425,1,,2025-07-25 23:51:05,3743.0,1428,PAID,ARS,12000.0,2520.0,900.0,15420.0
1000000071,1271,2,3.0,2024-07-22 18:00:06,2518.0,3,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
1000000072,1129,1,,2024-02-02 08:20:17,3121.0,3536,PAID,ARS,12825.0,2693.25,1500.0,17018.25
1000000073,1224,1,,2024-12-07 21:18:19,1481.0,2119,PAID,ARS,15435.0,3241.35,900.0,19576.35
1000000074,446,1,,2024-12-14 04:41:02,4068.0,3064,FULFILLED,ARS,56340.0,11831.4,900.0,69071.4
1000000075,867,1,,2025-03-22 18:16:20,2940.0,3681,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0
1000000076,127,1,,2024-03-01 10:21:11,1419.0,4185,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
1000000077,874,2,1.0,2024-12-04 22:39:17,1204.0,1,PAID,ARS,23520.0,4939.2,0.0,28459.2
1000000078,814,1,,2025-01-09 21:43:22,1370.0,3363,FULFILLED,ARS,40650.0,8536.5,0.0,49186.5
1000000079,1189,1,,2025-09-16 02:56:19,3302.0,1836,PAID,ARS,32400.0,6804.0,1200.0,40404.0
1000000080,584,1,,2024-11-11 06:28:22,3166.0,1065,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0
1000000081,1433,1,,2025-02-02 01:45:35,3156.0,1949,FULFILLED,ARS,52800.0,11088.0,900.0,64788.0
1000000082,670,1,,2025-09-21 10:27:35,3087.0,4099,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0
1000000083,464,1,,2024-02-10 17:47:09,3865.0,1838,REFUNDED,ARS,38100.0,8001.0,1200.0,47301.0
1000000084,535,1,,2024-11-25 14:26:24,,1149,PAID,ARS,15000.0,3150.0,900.0,19050.0
1000000085,655,1,,2025-03-01 02:58:24,3535.0,3181,FULFILLED,ARS,12348.0,2593.08,1500.0,16441.08
1000000086,833,1,,2025-08-18 10:52:28,1851.0,3247,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
1000000087,490,1,,2024-12-13 04:53:42,2315.0,2445,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0
1000000088,360,1,,2024-02-03 13:58:21,1100.0,2456,FULFILLED,ARS,56400.0,11844.0,900.0,69144.0
1000000089,1227,1,,2025-06-18 12:09:30,3142.0,2172,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5
1000000090,624,1,,2024-01-27 19:31:23,3886.0,1034,FULFILLED,ARS,36825.0,7733.25,900.0,45458.25
1000000091,228,1,,2024-02-17 18:12:47,2739.0,3298,FULFILLED,ARS,91192.5,19150.42,0.0,110342.92
1000000092,770,1,,2024-06-13 13:46:23,1526.0,1772,FULFILLED,ARS,30000.0,6300.0,900.0,37200.0
1000000093,54,2,2.0,2024-11-14 23:26:31,3325.0,2,FULFILLED,ARS,84675.0,17781.75,0.0,102456.75
1000000094,1006,2,4.0,2024-12-27 03:05:36,3233.0,4,PAID,ARS,74700.0,15687.0,0.0,90387.0
1000000095,247,1,,2025-09-25 18:29:43,2232.0,2291,FULFILLED,ARS,48510.0,10187.1,1200.0,59897.1
1000000096,1127,2,3.0,2025-05-23 10:43:41,2315.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
1000000097,757,2,2.0,2024-06-12 17:56:54,3449.0,2,FULFILLED,ARS,15435.0,3241.35,0.0,18676.35
1000000098,520,1,,2025-01-16 08:09:07,4131.0,3443,FULFILLED,ARS,35910.0,7541.1,900.0,44351.1
1000000099,258,1,,2024-02-27 14:31:08,2511.0,1224,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
1000000100,467,1,,2024-07-30 11:35:40,2632.0,2885,CANCELLED,ARS,23148.0,4861.08,900.0,28909.08
1000000101,3,1,,2024-03-30 02:45:40,3636.0,1219,PAID,ARS,36000.0,7560.0,900.0,44460.0
1000000102,334,1,,2024-11-19 07:00:43,3616.0,3863,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
1000000103,802,2,3.0,2024-03-25 03:53:52,1549.0,3,CREATED,ARS,30780.0,6463.8,0.0,37243.8
1000000104,999,1,,2024-03-23 20:55:17,1251.0,4048,REFUNDED,ARS,30000.0,6300.0,1200.0,37500.0
1000000105,176,1,,2024-05-12 04:27:32,1458.0,3440,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0
1000000106,801,1,,2025-02-08 08:09:53,1603.0,3956,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0
1000000107,1113,1,,2024-05-22 03:56:26,1747.0,2943,FULFILLED,ARS,34020.0,7144.2,900.0,42064.2
1000000108,810,2,4.0,2025-07-04 04:11:46,,4,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05
1000000109,581,2,4.0,2024-04-22 08:18:05,1700.0,4,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0
1000000110,1284,2,2.0,2025-06-04 21:13:13,4022.0,2,CANCELLED,ARS,68070.0,14294.7,0.0,82364.7
1000000111,1333,1,,2024-12-20 15:47:41,3898.0,2876,FULFILLED,ARS,15435.0,3241.35,1200.0,19876.35
1000000112,24,2,2.0,2025-02-28 17:43:31,1802.0,2,PAID,ARS,76770.0,16121.7,0.0,92891.7
1000000113,1222,2,1.0,2024-01-21 02:59:29,2891.0,1,CANCELLED,ARS,12936.0,2716.56,0.0,15652.56
1000000114,63,2,1.0,2024-09-17 08:06:28,3176.0,1,PAID,ARS,9720.0,2041.2,0.0,11761.2
1000000115,1078,1,,2024-02-19 00:47:44,3860.0,3,REFUNDED,ARS,21600.0,4536.0,1500.0,27636.0
1000000116,1091,1,,2024-07-01 10:24:47,3783.0,3609,FULFILLED,ARS,39600.0,8316.0,1200.0,49116.0
1000000117,524,1,,2025-01-19 22:11:52,4169.0,2254,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0
1000000118,1229,1,,2025-08-16 15:04:32,2454.0,3390,FULFILLED,ARS,38808.0,8149.68,900.0,47857.68
1000000119,458,2,4.0,2025-07-16 11:54:38,3841.0,4,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
1000000120,68,1,,2024-04-18 21:41:14,2462.0,2653,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
1000000121,959,2,4.0,2024-12-20 05:03:44,3702.0,4,FULFILLED,ARS,37620.0,7900.2,0.0,45520.2
1000000122,356,2,1.0,2025-08-30 14:57:49,4163.0,1,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
1000000123,530,1,,2025-06-24 08:51:53,2280.0,1001,CANCELLED,ARS,14700.0,3087.0,1200.0,18987.0
1000000124,1420,1,,2024-02-06 12:15:32,2264.0,4004,FULFILLED,ARS,54684.0,11483.64,1200.0,67367.64
1000000125,279,2,3.0,2024-07-09 08:16:06,1950.0,3,FULFILLED,ARS,51300.0,10773.0,0.0,62073.0
1000000126,779,2,3.0,2024-06-12 02:24:10,1202.0,3,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0
1000000127,1383,1,,2024-02-28 13:19:21,4137.0,3113,FULFILLED,ARS,56850.0,11938.5,1200.0,69988.5
1000000128,1189,1,,2025-04-20 09:16:05,1881.0,2352,CANCELLED,ARS,82620.0,17350.2,1500.0,101470.2
1000000129,1016,1,,2025-09-17 22:24:46,2991.0,4036,FULFILLED,ARS,62280.0,13078.8,1500.0,76858.8
1000000130,595,2,3.0,2025-05-21 02:27:57,1160.0,3,PAID,ARS,12150.0,2551.5,0.0,14701.5
1000000131,902,2,4.0,2024-01-25 03:24:41,3016.0,4,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0
1000000132,317,1,,2024-07-26 17:23:51,3597.0,3542,FULFILLED,ARS,26460.0,5556.6,1200.0,33216.6
1000000133,1229,2,2.0,2024-06-14 15:46:34,,2,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0
1000000134,279,2,3.0,2024-01-06 02:05:46,1059.0,3,FULFILLED,ARS,62280.0,13078.8,0.0,75358.8
1000000135,1498,2,4.0,2024-05-30 07:35:31,3605.0,4,PAID,ARS,33000.0,6930.0,0.0,39930.0
1000000136,140,1,,2025-01-20 19:30:04,3022.0,2769,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
1000000137,1115,1,,2024-11-15 23:46:06,1458.0,3541,PAID,ARS,11760.0,2469.6,0.0,14229.6
1000000138,1240,1,,2024-01-03 08:23:39,2473.0,2700,PAID,ARS,34200.0,7182.0,1500.0,42882.0
1000000139,590,1,,2024-04-06 23:11:09,2324.0,2032,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0
1000000140,645,2,3.0,2025-02-17 21:56:48,2874.0,3,FULFILLED,ARS,13230.0,2778.3,0.0,16008.3
1000000141,545,2,1.0,2024-11-30 21:24:24,3473.0,1,REFUNDED,ARS,11880.0,2494.8,0.0,14374.8
1000000142,1208,1,,2025-06-25 13:32:09,4060.0,2951,REFUNDED,ARS,50706.0,10648.26,1500.0,62854.26
1000000143,551,2,1.0,2024-06-06 00:59:40,2109.0,1,FULFILLED,ARS,66600.0,13986.0,0.0,80586.0
1000000144,569,2,1.0,2024-02-09 12:30:14,1210.0,1,CANCELLED,ARS,29700.0,6237.0,0.0,35937.0
1000000145,1305,1,,2025-07-19 14:47:44,,4174,FULFILLED,ARS,30000.0,6300.0,1500.0,37800.0
1000000146,280,1,,2024-05-05 01:52:36,1190.0,3727,FULFILLED,ARS,82687.5,17364.38,900.0,100951.88
1000000147,1338,1,,2024-12-07 21:23:08,,2468,FULFILLED,ARS,59340.0,12461.4,900.0,72701.4
1000000148,84,1,,2025-06-21 18:11:01,1588.0,3443,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
1000000149,655,1,,2025-01-21 22:14:19,1077.0,2113,FULFILLED,ARS,13500.0,2835.0,900.0,17235.0
1000000150,513,2,4.0,2025-05-30 23:20:50,4045.0,4,FULFILLED,ARS,32340.0,6791.4,0.0,39131.4
1000000151,884,2,3.0,2024-04-16 17:06:04,1845.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
1000000152,385,2,2.0,2024-01-08 00:18:03,2549.0,2,FULFILLED,ARS,9720.0,2041.2,0.0,11761.2
1000000153,723,2,2.0,2025-06-10 16:56:57,1748.0,2,CANCELLED,ARS,10800.0,2268.0,0.0,13068.0
1000000154,110,2,1.0,2024-07-01 13:02:42,3109.0,1,PAID,ARS,42525.0,8930.25,0.0,51455.25
1000000155,1197,1,,2024-02-12 00:38:46,3704.0,4121,FULFILLED,ARS,12000.0,2520.0,900.0,15420.0
1000000156,833,2,2.0,2024-10-29 15:18:07,2190.0,2,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5
1000000157,371,2,3.0,2025-01-26 15:50:11,2181.0,3,CANCELLED,ARS,59250.0,12442.5,0.0,71692.5
1000000158,905,2,1.0,2024-04-24 23:37:56,2803.0,1,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
1000000159,389,1,,2024-07-14 06:58:24,4176.0,1303,FULFILLED,ARS,12348.0,2593.08,1200.0,16141.08
1000000160,1299,2,4.0,2024-06-13 10:29:35,,4,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
1000000161,725,1,,2024-10-21 00:31:01,,3908,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0
1000000162,645,2,4.0,2025-07-31 20:20:03,1157.0,4,PAID,ARS,22800.0,4788.0,0.0,27588.0
1000000163,584,1,,2024-02-24 10:30:38,1980.0,1132,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
1000000164,436,1,,2025-02-22 06:18:41,4079.0,3758,FULFILLED,ARS,63000.0,13230.0,900.0,77130.0
1000000165,293,1,,2025-08-27 08:06:56,3891.0,3357,FULFILLED,ARS,23520.0,4939.2,1500.0,29959.2
1000000166,1065,1,,2025-07-27 20:39:32,,3492,FULFILLED,ARS,43425.0,9119.25,1200.0,53744.25
1000000167,1234,1,,2025-01-18 13:44:54,2641.0,3702,CANCELLED,ARS,47085.0,9887.85,1200.0,58172.85
1000000168,400,1,,2024-02-26 20:28:31,3129.0,3523,CANCELLED,ARS,40500.0,8505.0,1200.0,50205.0
1000000169,251,1,,2024-07-08 20:03:47,,2325,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
1000000170,764,2,4.0,2024-03-29 08:07:40,,4,PAID,ARS,30000.0,6300.0,0.0,36300.0
1000000171,1490,1,,2025-02-27 13:25:36,3729.0,3553,CREATED,ARS,11760.0,2469.6,1200.0,15429.6
1000000172,181,1,,2024-05-07 09:39:45,1603.0,2801,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0
1000000173,693,1,,2025-06-16 15:40:09,2845.0,2631,FULFILLED,ARS,31500.0,6615.0,1200.0,39315.0
1000000174,672,2,2.0,2024-09-07 01:13:23,3471.0,2,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
1000000175,786,1,,2024-05-31 19:23:40,2695.0,3157,PAID,ARS,12000.0,2520.0,900.0,15420.0
1000000176,1347,2,2.0,2025-02-25 07:13:53,2256.0,2,FULFILLED,ARS,14850.0,3118.5,0.0,17968.5
1000000177,628,1,,2024-11-23 21:44:13,,1864,FULFILLED,ARS,12825.0,2693.25,1200.0,16718.25
1000000178,1485,2,2.0,2025-05-03 06:20:13,4032.0,2,PAID,ARS,13500.0,2835.0,0.0,16335.0
1000000179,805,1,,2025-08-12 08:58:40,2862.0,3731,FULFILLED,ARS,72600.0,15246.0,900.0,88746.0
1000000180,445,1,,2024-05-21 07:44:42,3681.0,1749,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0
1000000181,560,1,,2024-11-12 19:15:20,3245.0,1079,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2
1000000182,403,1,,2024-09-08 21:03:06,2521.0,3603,FULFILLED,ARS,25080.0,5266.8,1200.0,31546.8
1000000183,693,2,1.0,2024-10-26 15:02:26,2834.0,1,PAID,ARS,27000.0,5670.0,0.0,32670.0
1000000184,274,2,2.0,2025-05-11 05:25:54,3609.0,2,PAID,ARS,13500.0,2835.0,0.0,16335.0
1000000185,804,1,,2024-07-18 22:03:50,1596.0,1940,FULFILLED,ARS,59844.0,12567.24,1200.0,73611.24
1000000186,1495,1,,2024-07-30 17:31:33,3581.0,2360,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
1000000187,48,2,1.0,2025-02-12 20:45:02,2998.0,1,REFUNDED,ARS,32400.0,6804.0,0.0,39204.0
1000000188,661,2,3.0,2025-08-23 17:59:12,3865.0,3,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
1000000189,984,1,,2024-05-02 13:34:34,4016.0,2808,PAID,ARS,37044.0,7779.24,900.0,45723.24
1000000190,1384,1,,2024-06-05 16:15:54,2807.0,2968,PAID,ARS,11760.0,2469.6,0.0,14229.6
1000000191,788,1,,2025-09-16 20:00:12,2175.0,1202,CANCELLED,ARS,88344.0,18552.24,0.0,106896.24
1000000192,456,2,2.0,2024-03-08 16:48:50,2129.0,2,PAID,ARS,12000.0,2520.0,0.0,14520.0
1000000193,427,1,,2024-02-15 04:24:55,,1691,FULFILLED,ARS,32400.0,6804.0,1200.0,40404.0
1000000194,866,1,,2025-09-13 14:18:48,1909.0,3570,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
1000000195,371,1,,2025-02-28 05:52:06,1348.0,1596,FULFILLED,ARS,45840.0,9626.4,1200.0,56666.4
1000000196,1000,1,,2025-08-14 22:25:58,2477.0,2380,FULFILLED,ARS,30000.0,6300.0,1200.0,37500.0
1000000197,1404,1,,2024-04-09 00:49:19,3532.0,1791,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
1000000198,1159,1,,2024-02-03 12:21:07,,1784,FULFILLED,ARS,29160.0,6123.6,900.0,36183.6
1000000199,1040,1,,2025-03-19 13:29:11,,3793,FULFILLED,ARS,48000.0,10080.0,1200.0,59280.0
1000000200,464,1,,2024-09-25 16:00:56,3883.0,3533,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
1000000201,166,1,,2024-11-16 21:49:12,2627.0,3937,REFUNDED,ARS,40950.0,8599.5,1200.0,50749.5
1000000202,1056,2,3.0,2025-03-27 16:10:42,2258.0,3,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
1000000203,925,2,3.0,2024-11-17 23:47:20,3295.0,3,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
1000000204,488,1,,2025-01-27 12:03:58,1674.0,1253,CANCELLED,ARS,40500.0,8505.0,1200.0,50205.0
1000000205,903,1,,2024-09-30 10:39:53,1455.0,1894,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
1000000206,70,1,,2025-07-26 06:57:55,2444.0,2088,PAID,ARS,23520.0,4939.2,1200.0,29659.2
1000000207,1459,1,,2025-05-07 08:30:13,,2326,FULFILLED,ARS,12348.0,2593.08,900.0,15841.08
1000000208,500,2,2.0,2025-04-11 20:08:06,2834.0,2,FULFILLED,ARS,44550.0,9355.5,0.0,53905.5
1000000209,361,1,,2025-04-03 02:36:42,1366.0,2293,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0
1000000210,476,1,,2025-03-20 15:20:10,1679.0,3586,FULFILLED,ARS,13500.0,2835.0,1500.0,17835.0
1000000211,1400,2,1.0,2025-07-19 23:54:49,2776.0,1,REFUNDED,ARS,66780.0,14023.8,0.0,80803.8
1000000212,945,1,,2025-02-18 13:52:44,1102.0,1882,FULFILLED,ARS,11760.0,2469.6,900.0,15129.6
1000000213,1443,1,,2024-04-16 02:19:09,2386.0,1896,FULFILLED,ARS,15750.0,3307.5,1500.0,20557.5
1000000214,1430,1,,2024-07-19 23:42:13,3110.0,3683,FULFILLED,ARS,22680.0,4762.8,900.0,28342.8
1000000215,1330,1,,2024-01-29 19:10:09,1609.0,2575,FULFILLED,ARS,51015.0,10713.15,900.0,62628.15
1000000216,274,1,,2025-05-10 12:35:04,4101.0,1502,FULFILLED,ARS,15675.0,3291.75,900.0,19866.75
1000000217,1251,2,2.0,2024-04-05 10:08:16,1451.0,2,FULFILLED,ARS,59962.5,12592.12,0.0,72554.62
1000000218,176,1,,2024-07-04 15:57:47,1295.0,1546,FULFILLED,ARS,31860.0,6690.6,1200.0,39750.6
1000000219,42,2,2.0,2024-06-12 19:28:12,2201.0,2,PAID,ARS,45000.0,9450.0,0.0,54450.0
1000000220,582,1,,2025-09-21 02:23:58,2135.0,2929,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
1000000221,4,2,1.0,2025-05-07 07:54:39,1069.0,1,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
1000000222,569,2,2.0,2024-08-30 13:00:53,3282.0,2,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
1000000223,157,2,1.0,2024-12-24 00:04:43,1704.0,1,PAID,ARS,22680.0,4762.8,0.0,27442.8
1000000224,649,1,,2025-03-22 13:07:04,1226.0,1307,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
