order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total
5000000097,1000000068,1,2,12000.0,0.0,24000.0
5000000098,1000000068,2,3,15000.0,0.0,45000.0
5000000099,1000000069,2,3,15000.0,900.0,44100.0
5000000100,1000000070,1,1,12000.0,0.0,12000.0
5000000101,1000000071,1,1,12000.0,240.0,11760.0
5000000102,1000000072,2,1,13500.0,675.0,12825.0
5000000103,1000000073,2,1,15750.0,315.0,15435.0
5000000104,1000000074,1,2,12600.0,1260.0,23940.0
5000000105,1000000074,1,3,12000.0,3600.0,32400.0
5000000106,1000000075,2,2,15000.0,600.0,29400.0
5000000107,1000000076,1,2,12000.0,480.0,23520.0
5000000108,1000000077,1,2,12000.0,480.0,23520.0
5000000109,1000000078,2,1,15000.0,750.0,14250.0
5000000110,1000000078,1,2,13200.0,0.0,26400.0
5000000111,1000000079,1,1,10800.0,0.0,10800.0
5000000112,1000000079,1,2,12000.0,2400.0,21600.0
5000000113,1000000080,2,1,15000.0,300.0,14700.0
5000000114,1000000081,1,2,12000.0,1200.0,22800.0
5000000115,1000000081,2,2,15000.0,0.0,30000.0
5000000116,1000000082,1,3,12000.0,1800.0,34200.0
5000000117,1000000083,2,1,16500.0,0.0,16500.0
5000000118,1000000083,1,2,12000.0,2400.0,21600.0
5000000119,1000000084,2,1,15000.0,0.0,15000.0
5000000120,1000000085,1,1,12600.0,252.0,12348.0
5000000121,1000000086,1,1,12000.0,1200.0,10800.0
5000000122,1000000087,1,1,12000.0,600.0,11400.0
5000000123,1000000088,2,2,15000.0,600.0,29400.0
5000000124,1000000088,2,2,15000.0,3000.0,27000.0
5000000125,1000000089,2,1,15000.0,750.0,14250.0
5000000126,1000000090,1,2,12000.0,0.0,24000.0
5000000127,1000000090,2,1,13500.0,675.0,12825.0
5000000128,1000000091,2,3,15750.0,2362.5,44887.5
5000000129,1000000091,2,3,15750.0,945.0,46305.0
5000000130,1000000092,2,2,15000.0,0.0,30000.0
5000000131,1000000093,2,3,15000.0,0.0,45000.0
5000000132,1000000093,1,2,12000.0,0.0,24000.0
5000000133,1000000093,2,1,16500.0,825.0,15675.0
5000000134,1000000094,1,3,12000.0,1800.0,34200.0
5000000135,1000000094,2,3,13500.0,0.0,40500.0
5000000136,1000000095,2,3,16500.0,990.0,48510.0
5000000137,1000000096,1,3,12000.0,720.0,35280.0
5000000138,1000000097,2,1,15750.0,315.0,15435.0
5000000139,1000000098,1,3,12600.0,1890.0,35910.0
5000000140,1000000099,1,1,12000.0,0.0,12000.0
5000000141,1000000100,1,1,10800.0,0.0,10800.0
5000000142,1000000100,1,1,12600.0,252.0,12348.0
5000000143,1000000101,1,3,12000.0,0.0,36000.0
5000000144,1000000102,1,3,12000.0,720.0,35280.0
5000000145,1000000103,1,3,10800.0,1620.0,30780.0
5000000146,1000000104,2,2,15000.0,0.0,30000.0
5000000147,1000000105,1,2,12000.0,2400.0,21600.0
5000000148,1000000106,2,1,15000.0,0.0,15000.0
5000000149,1000000107,1,3,12600.0,3780.0,34020.0
5000000150,1000000108,2,3,15750.0,945.0,46305.0
5000000151,1000000109,1,2,12000.0,2400.0,21600.0
5000000152,1000000109,1,1,12000.0,600.0,11400.0
5000000153,1000000110,1,2,12000.0,480.0,23520.0
5000000154,1000000110,2,3,16500.0,4950.0,44550.0
5000000155,1000000111,2,1,15750.0,315.0,15435.0
5000000156,1000000112,1,3,12600.0,3780.0,34020.0
5000000157,1000000112,2,3,15000.0,2250.0,42750.0
5000000158,1000000113,1,1,13200.0,264.0,12936.0
5000000159,1000000114,1,1,10800.0,1080.0,9720.0
5000000160,1000000115,1,2,12000.0,2400.0,21600.0
5000000161,1000000116,1,3,13200.0,0.0,39600.0
5000000162,1000000117,1,2,12000.0,0.0,24000.0
5000000163,1000000118,1,3,13200.0,792.0,38808.0
5000000164,1000000119,2,1,15000.0,300.0,14700.0
5000000165,1000000120,1,1,12000.0,240.0,11760.0
5000000166,1000000121,1,3,13200.0,1980.0,37620.0
5000000167,1000000122,1,3,12000.0,0.0,36000.0
5000000168,1000000123,2,1,15000.0,300.0,14700.0
5000000169,1000000124,1,1,10800.0,216.0,10584.0
5000000170,1000000124,2,3,15000.0,900.0,44100.0
5000000171,1000000125,2,3,15000.0,4500.0,40500.0
5000000172,1000000125,1,1,12000.0,1200.0,10800.0
5000000173,1000000126,2,1,15000.0,0.0,15000.0
5000000174,1000000127,2,2,15000.0,1500.0,28500.0
5000000175,1000000127,2,2,15750.0,3150.0,28350.0
5000000176,1000000128,1,1,10800.0,1080.0,9720.0
5000000177,1000000128,2,3,15000.0,4500.0,40500.0
5000000178,1000000128,1,3,12000.0,3600.0,32400.0
5000000179,1000000129,1,3,12000.0,720.0,35280.0
5000000180,1000000129,2,2,15000.0,3000.0,27000.0
5000000181,1000000130,2,1,13500.0,1350.0,12150.0
5000000182,1000000131,1,3,13200.0,0.0,39600.0
5000000183,1000000132,2,2,13500.0,540.0,26460.0
5000000184,1000000133,2,1,15000.0,0.0,15000.0
5000000185,1000000134,1,3,12000.0,720.0,35280.0
5000000186,1000000134,2,2,15000.0,3000.0,27000.0
5000000187,1000000135,1,1,12000.0,600.0,11400.0
5000000188,1000000135,1,2,10800.0,0.0,21600.0
5000000189,1000000136,2,2,15000.0,1500.0,28500.0
5000000190,1000000137,1,1,12000.0,240.0,11760.0
5000000191,1000000138,1,3,12000.0,1800.0,34200.0
5000000192,1000000139,2,1,15000.0,1500.0,13500.0
5000000193,1000000140,2,1,13500.0,270.0,13230.0
5000000194,1000000141,1,1,13200.0,1320.0,11880.0
5000000195,1000000142,2,1,15000.0,750.0,14250.0
5000000196,1000000142,1,1,13200.0,264.0,12936.0
5000000197,1000000142,1,2,12000.0,480.0,23520.0
5000000198,1000000143,1,3,12000.0,1800.0,34200.0
5000000199,1000000143,1,3,12000.0,3600.0,32400.0
5000000200,1000000144,2,2,16500.0,3300.0,29700.0
5000000201,1000000145,2,2,15000.0,0.0,30000.0
5000000202,1000000146,2,3,15750.0,2362.5,44887.5
5000000203,1000000146,1,3,12600.0,0.0,37800.0
5000000204,1000000147,2,2,16500.0,660.0,32340.0
5000000205,1000000147,2,2,15000.0,3000.0,27000.0
5000000206,1000000148,1,3,12000.0,720.0,35280.0
5000000207,1000000149,2,1,15000.0,1500.0,13500.0
5000000208,1000000150,2,2,16500.0,660.0,32340.0
5000000209,1000000151,1,3,12000.0,720.0,35280.0
5000000210,1000000152,1,1,10800.0,1080.0,9720.0
5000000211,1000000153,1,1,12000.0,1200.0,10800.0
5000000212,1000000154,2,3,15750.0,4725.0,42525.0
5000000213,1000000155,1,1,12000.0,0.0,12000.0
5000000214,1000000156,2,3,15000.0,2250.0,42750.0
5000000215,1000000157,1,1,12000.0,0.0,12000.0
5000000216,1000000157,2,3,15750.0,0.0,47250.0
5000000217,1000000158,2,2,15000.0,0.0,30000.0
5000000218,1000000159,1,1,12600.0,252.0,12348.0
5000000219,1000000160,2,2,15000.0,600.0,29400.0
5000000220,1000000161,2,3,15000.0,0.0,45000.0
5000000221,1000000162,1,2,12000.0,1200.0,22800.0
5000000222,1000000163,1,2,10800.0,0.0,21600.0
5000000223,1000000164,1,3,12000.0,0.0,36000.0
5000000224,1000000164,2,2,15000.0,3000.0,27000.0
5000000225,1000000165,1,2,12000.0,480.0,23520.0
5000000226,1000000166,2,1,15000.0,1500.0,13500.0
5000000227,1000000166,2,2,15750.0,1575.0,29925.0
5000000228,1000000167,2,1,13500.0,675.0,12825.0
5000000229,1000000167,1,1,10800.0,540.0,10260.0
5000000230,1000000167,1,2,12000.0,0.0,24000.0
5000000231,1000000168,2,3,13500.0,0.0,40500.0
5000000232,1000000169,1,1,12000.0,1200.0,10800.0
5000000233,1000000170,2,2,15000.0,0.0,30000.0
5000000234,1000000171,1,1,12000.0,240.0,11760.0
5000000235,1000000172,1,2,12000.0,1200.0,22800.0
5000000236,1000000173,2,2,15750.0,0.0,31500.0
5000000237,1000000174,1,1,12000.0,240.0,11760.0
5000000238,1000000175,1,1,12000.0,0.0,12000.0
5000000239,1000000176,2,1,16500.0,1650.0,14850.0
5000000240,1000000177,2,1,13500.0,675.0,12825.0
5000000241,1000000178,2,1,15000.0,1500.0,13500.0
5000000242,1000000179,2,3,15000.0,900.0,44100.0
5000000243,1000000179,2,2,15000.0,1500.0,28500.0
5000000244,1000000180,1,2,12600.0,0.0,25200.0
5000000245,1000000181,1,2,12000.0,480.0,23520.0
5000000246,1000000182,1,2,13200.0,1320.0,25080.0
5000000247,1000000183,2,2,13500.0,0.0,27000.0
5000000248,1000000184,2,1,15000.0,1500.0,13500.0
5000000249,1000000185,1,3,12600.0,756.0,37044.0
5000000250,1000000185,1,2,12000.0,1200.0,22800.0
5000000251,1000000186,1,1,12000.0,600.0,11400.0
5000000252,1000000187,1,3,12000.0,3600.0,32400.0
5000000253,1000000188,2,2,15000.0,3000.0,27000.0
5000000254,1000000189,1,3,12600.0,756.0,37044.0
5000000255,1000000190,1,1,12000.0,240.0,11760.0
5000000256,1000000191,2,3,15000.0,4500.0,40500.0
5000000257,1000000191,1,1,12000.0,1200.0,10800.0
5000000258,1000000191,1,3,12600.0,756.0,37044.0
5000000259,1000000192,1,1,12000.0,0.0,12000.0
5000000260,1000000193,1,3,12000.0,3600.0,32400.0
5000000261,1000000194,1,1,12000.0,1200.0,10800.0
5000000262,1000000194,1,3,12000.0,1800.0,34200.0
5000000263,1000000195,2,1,15000.0,1500.0,13500.0
5000000264,1000000195,2,2,16500.0,660.0,32340.0
5000000265,1000000196,2,2,15000.0,0.0,30000.0
5000000266,1000000197,1,1,12000.0,1200.0,10800.0
5000000267,1000000198,1,3,10800.0,3240.0,29160.0
5000000268,1000000199,1,2,13200.0,0.0,26400.0
5000000269,1000000199,1,2,12000.0,2400.0,21600.0
5000000270,1000000200,1,1,12000.0,1200.0,10800.0
5000000271,1000000200,1,1,12000.0,1200.0,10800.0
5000000272,1000000201,1,1,12600.0,0.0,12600.0
5000000273,1000000201,2,2,15750.0,3150.0,28350.0
5000000274,1000000202,1,3,12000.0,0.0,36000.0
5000000275,1000000203,1,3,12000.0,3600.0,32400.0
5000000276,1000000204,2,1,15000.0,1500.0,13500.0
5000000277,1000000204,2,2,15000.0,3000.0,27000.0
5000000278,1000000205,2,1,15000.0,300.0,14700.0
5000000279,1000000206,1,2,12000.0,480.0,23520.0
5000000280,1000000207,1,1,12600.0,252.0,12348.0
5000000281,1000000208,2,3,16500.0,4950.0,44550.0
5000000282,1000000209,1,2,12600.0,0.0,25200.0
5000000283,1000000210,2,1,15000.0,1500.0,13500.0
5000000284,1000000211,1,3,12000.0,720.0,35280.0
5000000285,1000000211,2,2,15750.0,0.0,31500.0
5000000286,1000000212,1,1,12000.0,240.0,11760.0
5000000287,1000000213,2,1,15750.0,0.0,15750.0
5000000288,1000000214,1,2,12600.0,2520.0,22680.0
5000000289,1000000215,2,3,13500.0,2025.0,38475.0
5000000290,1000000215,1,1,13200.0,660.0,12540.0
5000000291,1000000216,2,1,16500.0,825.0,15675.0
5000000292,1000000217,2,1,15750.0,787.5,14962.5
5000000293,1000000217,2,3,15000.0,0.0,45000.0
5000000294,1000000218,1,1,10800.0,540.0,10260.0
5000000295,1000000218,1,2,12000.0,2400.0,21600.0
5000000296,1000000219,1,1,12000.0,1200.0,10800.0
5000000297,1000000219,1,3,12000.0,1800.0,34200.0
5000000298,1000000220,1,1,12000.0,600.0,11400.0
5000000299,1000000221,1,2,12000.0,480.0,23520.0
5000000300,1000000222,1,2,12000.0,2400.0,21600.0
5000000301,1000000223,1,2,12600.0,2520.0,22680.0
5000000302,1000000224,2,3,15000.0,4500.0,40500.0
5000000303,1000000225,1,3,12600.0,3780.0,34020.0
5000000304,1000000226,1,3,10800.0,3240.0,29160.0
5000000305,1000000227,1,3,12000.0,720.0,35280.0
5000000306,1000000228,1,3,12000.0,720.0,35280.0
5000000307,1000000229,2,1,15000.0,1500.0,13500.0
5000000308,1000000230,1,3,12000.0,3600.0,32400.0
5000000309,1000000231,2,3,15750.0,0.0,47250.0
5000000310,1000000232,1,1,13200.0,264.0,12936.0
5000000311,1000000232,1,2,12000.0,0.0,24000.0
5000000312,1000000233,2,1,15000.0,0.0,15000.0
5000000313,1000000234,1,2,12000.0,480.0,23520.0
5000000314,1000000235,1,2,12000.0,2400.0,21600.0
5000000315,1000000236,1,1,12000.0,0.0,12000.0
5000000316,1000000236,1,1,12000.0,0.0,12000.0
5000000317,1000000237,1,3,12000.0,0.0,36000.0
5000000318,1000000238,1,2,10800.0,432.0,21168.0
5000000319,1000000239,1,1,12600.0,630.0,11970.0
5000000320,1000000239,2,3,13500.0,810.0,39690.0
5000000321,1000000240,2,2,15000.0,3000.0,27000.0
5000000322,1000000240,1,1,12000.0,0.0,12000.0
5000000323,1000000241,2,2,15000.0,3000.0,27000.0
5000000324,1000000241,1,3,12000.0,3600.0,32400.0
5000000325,1000000242,1,3,12600.0,756.0,37044.0
5000000326,1000000243,2,1,16500.0,0.0,16500.0
5000000327,1000000244,1,2,10800.0,1080.0,20520.0
5000000328,1000000245,2,1,15000.0,300.0,14700.0
5000000329,1000000245,2,2,13500.0,1350.0,25650.0
5000000330,1000000246,1,3,12000.0,0.0,36000.0
5000000331,1000000246,2,2,13500.0,1350.0,25650.0
5000000332,1000000247,2,1,15750.0,315.0,15435.0
5000000333,1000000248,1,1,12000.0,1200.0,10800.0
5000000334,1000000249,1,3,13200.0,0.0,39600.0
5000000335,1000000250,2,3,15750.0,4725.0,42525.0
5000000336,1000000251,1,3,12000.0,1800.0,34200.0
5000000337,1000000252,2,3,15000.0,900.0,44100.0
5000000338,1000000253,1,2,12600.0,504.0,24696.0
5000000339,1000000253,1,2,12000.0,2400.0,21600.0
5000000340,1000000254,1,2,10800.0,432.0,21168.0
5000000341,1000000255,2,1,15000.0,300.0,14700.0
5000000342,1000000256,1,2,12000.0,480.0,23520.0
5000000343,1000000257,2,2,15000.0,600.0,29400.0
5000000344,1000000257,2,2,15000.0,1500.0,28500.0
5000000345,1000000258,2,2,15000.0,1500.0,28500.0
5000000346,1000000259,1,2,13200.0,528.0,25872.0
5000000347,1000000260,2,2,16500.0,0.0,33000.0
5000000348,1000000261,1,2,12000.0,0.0,24000.0
5000000349,1000000262,1,3,12000.0,720.0,35280.0
5000000350,1000000263,2,3,15000.0,4500.0,40500.0
5000000351,1000000264,1,1,12600.0,1260.0,11340.0
5000000352,1000000264,2,3,15750.0,945.0,46305.0
5000000353,1000000265,1,3,13200.0,0.0,39600.0
5000000354,1000000265,1,1,13200.0,264.0,12936.0
5000000355,1000000266,1,2,12000.0,480.0,23520.0
5000000356,1000000266,2,1,16500.0,825.0,15675.0
5000000357,1000000267,2,2,15000.0,3000.0,27000.0
5000000358,1000000268,1,1,12000.0,600.0,11400.0
5000000359,1000000269,2,3,15750.0,945.0,46305.0
5000000360,1000000269,1,2,12000.0,1200.0,22800.0
5000000361,1000000270,1,1,12000.0,240.0,11760.0
5000000362,1000000271,1,3,12000.0,720.0,35280.0
5000000363,1000000271,1,3,12000.0,0.0,36000.0
5000000364,1000000272,1,2,13200.0,0.0,26400.0
5000000365,1000000273,1,3,12000.0,720.0,35280.0
5000000366,1000000274,1,2,12000.0,0.0,24000.0
5000000367,1000000274,2,3,13500.0,810.0,39690.0
5000000368,1000000275,1,1,12000.0,1200.0,10800.0
5000000369,1000000275,1,1,12000.0,1200.0,10800.0
5000000370,1000000276,1,2,12000.0,0.0,24000.0
5000000371,1000000277,2,2,15000.0,0.0,30000.0
5000000372,1000000277,1,1,12000.0,0.0,12000.0
5000000373,1000000278,1,2,10800.0,0.0,21600.0
5000000374,1000000279,2,3,15000.0,900.0,44100.0
5000000375,1000000280,2,1,15000.0,300.0,14700.0
5000000376,1000000280,1,1,12600.0,0.0,12600.0
5000000377,1000000281,1,2,12000.0,1200.0,22800.0
5000000378,1000000281,1,2,10800.0,432.0,21168.0
5000000379,1000000282,1,2,10800.0,2160.0,19440.0
5000000380,1000000283,2,1,13500.0,675.0,12825.0
5000000381,1000000284,2,2,15000.0,0.0,30000.0
5000000382,1000000284,2,2,15000.0,1500.0,28500.0
5000000383,1000000285,2,1,15000.0,0.0,15000.0
5000000384,1000000286,2,2,15000.0,600.0,29400.0
5000000385,1000000287,2,3,15000.0,2250.0,42750.0
5000000386,1000000288,1,1,12000.0,240.0,11760.0
5000000387,1000000289,2,3,15750.0,0.0,47250.0
5000000388,1000000289,2,2,13500.0,540.0,26460.0
5000000389,1000000290,1,1,12000.0,240.0,11760.0
5000000390,1000000290,2,3,13500.0,4050.0,36450.0
5000000391,1000000290,1,3,13200.0,1980.0,37620.0
5000000392,1000000291,2,3,16500.0,2475.0,47025.0
5000000393,1000000292,2,1,15000.0,300.0,14700.0
5000000394,1000000292,1,1,12600.0,630.0,11970.0
5000000395,1000000293,1,2,12000.0,2400.0,21600.0
5000000396,1000000294,1,3,12000.0,0.0,36000.0
5000000397,1000000295,1,2,10800.0,1080.0,20520.0
5000000398,1000000296,2,1,15000.0,0.0,15000.0
5000000399,1000000297,2,3,15000.0,900.0,44100.0
5000000400,1000000298,1,3,12000.0,1800.0,34200.0
5000000401,1000000299,1,3,12000.0,0.0,36000.0
5000000402,1000000300,1,3,12000.0,3600.0,32400.0
5000000403,1000000300,1,1,12000.0,240.0,11760.0
5000000404,1000000301,1,2,12000.0,0.0,24000.0
5000000405,1000000302,2,2,13500.0,0.0,27000.0
5000000406,1000000302,2,2,16500.0,3300.0,29700.0
5000000407,1000000303,1,3,12000.0,3600.0,32400.0
5000000408,1000000304,2,1,15000.0,1500.0,13500.0
5000000409,1000000304,2,3,15750.0,2362.5,44887.5
5000000410,1000000304,2,3,13500.0,810.0,39690.0
5000000411,1000000305,1,2,12600.0,0.0,25200.0
5000000412,1000000306,2,3,15000.0,2250.0,42750.0
5000000413,1000000306,1,2,13200.0,0.0,26400.0
5000000414,1000000307,2,1,15000.0,1500.0,13500.0
5000000415,1000000308,2,1,15000.0,1500.0,13500.0
5000000416,1000000309,1,3,12600.0,0.0,37800.0
5000000417,1000000310,1,2,12000.0,2400.0,21600.0
5000000418,1000000311,2,2,15750.0,1575.0,29925.0
5000000419,1000000312,2,2,15750.0,1575.0,29925.0
5000000420,1000000313,2,3,15000.0,0.0,45000.0
5000000421,1000000313,2,1,15000.0,750.0,14250.0
5000000422,1000000314,2,1,15000.0,0.0,15000.0
5000000423,1000000314,1,1,12000.0,240.0,11760.0
5000000424,1000000315,2,1,15750.0,1575.0,14175.0
5000000425,1000000315,2,2,15000.0,0.0,30000.0
5000000426,1000000316,2,1,15750.0,1575.0,14175.0
5000000427,1000000316,2,3,15000.0,0.0,45000.0
5000000428,1000000317,2,2,16500.0,3300.0,29700.0
5000000429,1000000318,1,1,12600.0,0.0,12600.0
5000000430,1000000319,1,1,12000.0,240.0,11760.0
5000000431,1000000320,2,1,15000.0,750.0,14250.0
5000000432,1000000320,2,1,15000.0,0.0,15000.0
5000000433,1000000321,2,3,15000.0,900.0,44100.0
5000000434,1000000321,2,2,16500.0,0.0,33000.0
5000000435,1000000322,1,3,10800.0,1620.0,30780.0
5000000436,1000000323,1,2,10800.0,1080.0,20520.0
5000000437,1000000323,1,2,12600.0,504.0,24696.0
5000000438,1000000324,2,2,16500.0,0.0,33000.0
5000000439,1000000324,1,2,12600.0,504.0,24696.0
5000000440,1000000325,1,2,13200.0,2640.0,23760.0
5000000441,1000000326,1,3,12000.0,1800.0,34200.0
5000000442,1000000326,1,3,12000.0,720.0,35280.0
5000000443,1000000327,1,2,12600.0,504.0,24696.0
5000000444,1000000328,2,3,13500.0,2025.0,38475.0
5000000445,1000000328,2,2,15000.0,1500.0,28500.0
5000000446,1000000329,1,3,13200.0,3960.0,35640.0
5000000447,1000000330,1,2,12000.0,0.0,24000.0
5000000448,1000000331,2,3,15000.0,4500.0,40500.0
5000000449,1000000331,2,1,15750.0,315.0,15435.0
5000000450,1000000332,1,3,12000.0,0.0,36000.0
5000000451,1000000332,2,1,15000.0,300.0,14700.0
5000000452,1000000333,1,1,13200.0,264.0,12936.0
5000000453,1000000334,1,2,12000.0,480.0,23520.0
5000000454,1000000334,1,3,12000.0,1800.0,34200.0
5000000455,1000000335,2,3,16500.0,990.0,48510.0
5000000456,1000000335,1,1,12000.0,600.0,11400.0
5000000457,1000000336,1,1,12000.0,0.0,12000.0
5000000458,1000000336,1,2,13200.0,0.0,26400.0
5000000459,1000000337,2,1,15000.0,1500.0,13500.0
5000000460,1000000338,2,2,13500.0,540.0,26460.0
5000000461,1000000338,1,1,12000.0,240.0,11760.0
5000000462,1000000339,2,3,15000.0,900.0,44100.0
5000000463,1000000340,1,1,12000.0,1200.0,10800.0
5000000464,1000000341,1,2,12600.0,0.0,25200.0
5000000465,1000000342,2,1,15000.0,750.0,14250.0
5000000466,1000000343,1,1,12600.0,1260.0,11340.0
5000000467,1000000343,1,1,12000.0,1200.0,10800.0
5000000468,1000000344,2,2,16500.0,0.0,33000.0
5000000469,1000000345,1,3,12600.0,3780.0,34020.0
5000000470,1000000346,1,3,12000.0,1800.0,34200.0
5000000471,1000000347,2,3,15000.0,900.0,44100.0
5000000472,1000000348,1,1,10800.0,540.0,10260.0
5000000473,1000000349,1,3,12000.0,0.0,36000.0
5000000474,1000000350,1,3,12000.0,720.0,35280.0
5000000475,1000000351,2,2,15000.0,3000.0,27000.0
5000000476,1000000352,2,2,15750.0,3150.0,28350.0
5000000477,1000000353,1,3,12000.0,1800.0,34200.0
5000000478,1000000354,1,1,13200.0,0.0,13200.0
5000000479,1000000355,2,3,15000.0,4500.0,40500.0
5000000480,1000000356,2,3,15000.0,900.0,44100.0
5000000481,1000000357,1,1,12000.0,240.0,11760.0
5000000482,1000000358,2,2,15000.0,1500.0,28500.0
5000000483,1000000359,2,2,15000.0,600.0,29400.0
5000000484,1000000360,1,2,12000.0,1200.0,22800.0
5000000485,1000000360,1,3,10800.0,3240.0,29160.0
5000000486,1000000361,1,3,13200.0,3960.0,35640.0
5000000487,1000000361,1,2,12000.0,480.0,23520.0
5000000488,1000000362,1,3,12000.0,0.0,36000.0
5000000489,1000000363,1,1,12000.0,600.0,11400.0
